1 no 1
1 no 1
1 no 1
1 no 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
2 no 1
2 no 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
2 yes 1
3 yes 1
3 yes 1
3 yes 1
3 yes 1
3 yes 1
3 yes 1
4 yes 1
4 yes 1
4 yes 1
studytime higher 4
2 yes 1
1 yes 1
1 yes 1
1 yes 1
1 yes 1
2 yes 1
2 yes 1
2 yes 1
1 yes 2
1 yes 2
1 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
4 yes 2
1 yes 2
1 yes 2
2 no 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
3 yes 2
1 no 2
1 no 2
1 no 2
1 no 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
3 yes 2
3 yes 2
3 yes 2
4 yes 2
4 yes 2
4 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
2 no 2
2 no 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
1 no 2
1 no 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
1 yes 2
2 no 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
2 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
3 yes 2
4 yes 2
4 yes 2
4 yes 2
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
4 yes 3
4 yes 3
4 yes 3
1 no 3
1 no 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
2 no 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
4 yes 3
4 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
2 no 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
3 yes 3
3 yes 3
3 yes 3
4 yes 3
4 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
4 yes 3
4 yes 3
4 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
1 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
2 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
3 yes 3
4 yes 3
4 yes 3
1 yes 4
1 yes 4
1 yes 4
1 yes 4
2 yes 4
2 yes 4
2 yes 4
2 yes 4
2 yes 4
2 yes 4
2 yes 4
3 yes 4
3 yes 4
3 yes 4
3 yes 4
4 yes 4
2 yes 4
2 yes 4
2 yes 4
2 yes 4
3 yes 4
4 yes 4
1 yes 4
1 yes 4
1 yes 4
1 yes 4
1 yes 4
2 yes 4
2 yes 4
2 yes 4
3 yes 4
3 yes 4
4 yes 4
4 yes 4
1 yes 4
1 yes 4
2 yes 4
3 yes 4
3 yes 4
4 yes 4
